64,5,0.0873563735,0.972034632045,24.639511823654175
64,10,0.0612653212049,0.981515151443,46.277846574783325
64,5,0.0880774164458,0.972424242466,24.668067693710327
64,10,0.0665541561161,0.97800865805,46.31666874885559
64,5,0.0897750525231,0.972388059686,29.206421852111816
64,10,0.0503053030267,0.984754797462,56.693426847457886
64,20,0.025538324819,0.992046908316,111.80121541023254
64,40,0.00889375129803,0.997953091684,221.8524250984192
64,60,0.00365264422764,0.999402985075,331.69878935813904
128,5,0.141851256877,0.957142857133,24.304301738739014
128,10,0.0824294895563,0.975095948827,46.44868874549866
128,20,0.0444818440164,0.986268656716,91.7869439125061
128,40,0.0217604630443,0.993368869936,182.4245891571045
128,60,0.0129023650874,0.996673773987,272.22573709487915
256,5,0.222371253733,0.933475479749,19.468950271606445
256,10,0.134807304042,0.960106609778,37.21609902381897
256,20,0.0785799947553,0.976823027688,72.73405432701111
256,40,0.0427254148358,0.987398720682,143.54380464553833
256,60,0.0285224765342,0.991364605544,214.29349303245544
512,5,0.325284949988,0.905181236821,17.88827872276306
512,10,0.208740496266,0.939402985125,33.56523537635803
512,20,0.125770328591,0.962665245111,65.29346752166748
512,40,0.0744217275734,0.978081023408,130.79137444496155
512,60,0.0521776615601,0.984392324048,192.13679337501526
